Destination country (across)                                                              -                                                   Source country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,São Tomé and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other South,Other North,TOTAL
Lithuania,,0,,0,0,0,0,50,0,0,"3,574",489,0,0,0,0,0,"3,807","2,099",0,0,0,0,8,0,,99,0,0,0,0,2,0,"7,468",0,0,0,0,,31,,0,0,,12,0,0,0,0,82,168,"4,330",0,0,27,20,0,0,0,,"1,520",0,0,0,"1,078","1,383",0,0,0,83,"17,678",,,267,,,0,0,0,0,0,0,0,0,52,126,0,0,0,0,"36,754",,"17,780","1,908",0,175,0,"3,529",0,0,,0,,0,0,0,"10,812",,0,0,0,0,0,29,0,0,0,0,0,,0,0,0,2,0,,101,0,0,0,0,,,0,0,0,0,"3,914",0,0,131,0,0,0,0,"1,124",0,,0,44,0,0,9,0,"85,057",186,0,0,0,"88,312",0,0,0,0,0,0,,,0,0,24,0,0,,0,"23,044",0,0,0,0,0,0,0,"2,022",486,0,0,0,0,0,0,0,0,0,292,0,,,0,0,0,"68,694","27,853",434,0,0,108,,0,0,0,0,0,"11,739",,"429,016"
Luxembourg,,0,,0,0,0,0,0,0,0,210,672,0,0,0,0,0,0,"12,496",0,0,0,0,7,0,,0,0,0,0,0,0,0,705,0,0,0,0,,27,,0,0,,0,0,0,0,0,11,15,91,0,0,41,36,0,0,0,,0,0,0,0,55,"11,272",0,0,0,0,"15,625",,,204,,,0,0,0,0,0,0,0,0,77,164,0,0,0,0,163,,0,406,0,23,0,0,0,0,,0,,0,0,0,0,,0,0,0,7,5,0,0,0,0,0,0,,0,0,0,0,0,,22,0,0,0,0,,,0,0,0,0,938,0,0,39,0,0,0,0,135,0,,0,3,0,0,4,0,119,"4,672",0,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,,0,"1,653",0,0,0,0,0,0,0,168,"1,612",0,0,0,0,0,0,0,0,0,52,0,,,0,0,0,"1,619","3,325",7,0,0,3,,0,0,0,0,0,25,"1,071","57,787"
"Macao, China",,0,,0,0,0,0,0,0,0,"2,733",0,0,0,0,0,0,0,59,0,0,0,0,0,0,,0,0,0,0,0,0,0,"6,985",0,0,0,0,,17,,0,0,,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,,0,0,0,0,0,98,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,"71,140",3,0,0,0,0,0,99,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,,0,0,0,0,86,0,0,174,0,0,0,0,74,0,,0,10,0,0,0,0,0,"4,064",0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,0,0,0,"1,974","8,468",0,0,0,0,,0,0,0,0,0,8,"1,819","97,851"
"Macedonia, FYR",,"6,457",,0,0,0,0,246,0,0,"59,013","20,420",0,0,0,0,0,0,61,0,0,0,0,0,20,,337,0,0,0,0,0,0,"9,901",0,0,0,0,,10,,0,0,,0,0,0,"12,047",0,18,538,"2,689",0,0,9,3,0,0,0,,0,0,0,0,280,"10,498",0,0,0,0,"99,646",,,"1,366",,,0,0,0,0,0,0,0,0,25,0,0,0,0,0,79,,0,"101,539",0,30,0,0,0,0,,0,,0,0,0,0,,0,0,0,92,1,304,0,0,0,0,0,,0,0,0,0,0,,3,0,0,0,0,,,0,0,0,0,25,0,0,870,0,0,0,0,"1,040",0,,0,0,0,0,0,0,248,17,0,0,0,0,0,0,0,0,0,0,,,0,0,"2,883","15,650",0,,0,551,0,0,0,0,0,0,0,"3,601","46,581",0,0,0,0,0,0,0,0,0,"35,308",0,,,0,0,0,"1,702","7,892",0,0,0,4,,0,0,0,0,0,"5,133",,"447,138"
Madagascar,,0,,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,"1,608",1,0,0,0,7,0,,0,0,0,0,0,0,0,"2,363",0,0,28,0,,17,,0,"10,401",,0,0,0,0,0,9,25,35,0,0,27,13,0,0,0,,0,0,0,0,5,"54,841",0,0,0,0,984,,,58,,,0,0,0,0,0,0,0,0,25,0,0,0,0,0,27,,0,"1,279",0,47,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,1,47,0,0,0,0,0,,0,0,0,0,"1,174",,4,0,0,0,0,,,0,0,0,0,161,0,0,33,0,0,0,0,551,0,,0,1,0,0,2,0,13,51,0,0,0,0,0,0,0,0,0,0,,,0,0,14,0,0,,0,594,0,0,0,0,0,0,0,90,"1,102",0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,"1,045","1,496",0,0,0,5,,0,0,0,0,0,"1,414",,"79,811"
Malawi,,0,,0,0,0,0,0,0,0,841,0,0,0,0,0,0,0,71,12,0,0,0,7,0,,0,0,0,0,0,0,0,542,0,9,0,0,,3,,0,0,,0,0,0,0,0,7,19,66,0,0,0,0,0,0,0,,0,0,0,0,3,97,0,0,0,0,189,,,0,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,204,,0,77,0,28,0,0,0,0,,0,,0,0,0,0,,39,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,3,0,0,0,0,,,"11,703",0,0,0,265,0,0,200,0,0,0,0,41,0,,0,1,0,0,1,0,1,269,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,"17,955",86,0,0,0,0,0,0,0,57,55,0,0,"21,042",0,0,0,0,0,0,4,0,,,0,0,0,"20,816","2,188",0,0,0,0,,0,0,0,"17,478","98,270","20,158",,"212,819"
Malaysia,,0,,0,0,0,0,0,0,0,"119,197",0,0,0,0,0,0,0,611,8,0,0,0,12,0,,0,"81,576",0,0,0,816,0,"25,477",0,26,0,0,,46,,0,0,,0,0,0,0,0,39,13,555,0,0,54,50,"2,747",0,0,,0,0,0,0,385,"1,957",0,0,0,0,"5,431",,,58,,,0,12,0,0,0,0,0,0,44,0,"12,945",0,0,0,"4,988",,0,358,0,"8,043","2,334",0,0,0,,"1,252",,0,0,0,0,,0,0,0,0,0,43,0,0,0,0,0,,0,0,0,0,118,,61,0,0,0,0,,,0,0,0,0,"3,358",0,0,"15,912",0,0,0,0,470,0,,0,37,0,0,3,394,9,54,0,0,0,0,0,0,0,0,0,0,,,0,"1,060,628",22,0,219,,0,731,190,0,0,0,0,0,0,"1,294","1,419",0,0,0,"3,429",0,0,0,0,0,298,0,,,0,0,0,"65,571","55,007",3,0,0,23,,0,0,0,0,0,"2,881",,"1,481,202"
Maldives,,0,,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,13,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,,0,0,0,0,2,3,0,0,0,0,81,,,7,,,0,0,0,0,0,0,0,0,0,0,207,0,0,0,9,,0,32,0,34,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,,0,0,0,625,9,0,0,98,0,0,0,0,12,0,,0,4,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,15,40,0,0,0,0,0,0,0,0,0,13,0,,,0,0,0,265,49,0,0,0,0,,0,0,0,0,0,104,,"1,963"
Mali,,0,,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,393,0,0,0,0,0,0,,0,0,0,"68,295",0,0,0,"1,090",0,0,484,0,,164,,0,0,,"6,011",0,"440,960",0,0,0,16,32,0,0,18,3,0,0,0,,0,0,0,0,7,"68,786",0,"31,306","12,992",0,"1,323",,,14,,,0,0,"15,276",0,0,0,0,0,18,0,0,0,0,0,16,,0,"1,082",0,123,0,0,0,0,,0,,0,0,0,0,,0,"1,619",0,0,0,8,0,0,0,0,0,,0,0,0,"12,815",0,,0,0,0,0,0,,,0,0,0,0,150,0,0,10,3,"69,790","133,464",0,35,0,,0,0,0,0,2,0,27,62,0,0,0,0,0,0,0,0,0,"17,502",,,835,0,3,0,0,,0,"21,589",0,0,0,0,"1,337",0,0,73,220,0,0,0,0,0,"2,771",0,0,0,4,0,,,0,0,0,160,"3,480",1,0,0,2,,0,0,0,484,0,"98,799",,"1,013,760"
Malta,,0,,0,0,0,0,0,0,0,"53,292",88,0,0,0,0,0,0,171,0,0,0,0,3,0,,0,0,0,0,0,0,0,"9,610",0,9,0,0,,22,,0,0,,0,0,0,0,0,28,8,74,0,0,50,30,0,0,0,,0,0,0,0,36,907,0,0,0,0,539,,,315,,,0,0,0,0,0,0,0,0,12,0,0,0,0,0,417,,0,"1,044",0,27,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,1,20,0,0,0,0,0,,0,0,0,0,0,,6,0,0,0,0,,,0,0,0,0,270,0,0,427,0,0,0,0,80,0,,0,3,0,0,9,0,4,32,0,0,0,0,0,0,0,0,0,0,,,0,0,9,0,0,,0,280,0,0,0,0,0,0,0,116,162,0,0,0,0,0,0,0,0,0,49,0,,,0,0,0,"26,020","11,224",0,0,0,2,,0,0,0,0,0,21,"1,995","107,412"
Marshall Islands,,0,,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,44,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,194,0,0,0,0,0,0,3,,,1,,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,7,0,0,20,0,0,0,163,0,0,,0,0,0,0,1,598,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,"9,067",0,0,0,0,,0,0,0,0,0,96,,"10,506"
Mauritania,,0,,0,0,0,0,0,0,0,19,0,0,0,206,0,0,0,391,3,0,0,0,0,0,,0,0,0,0,0,0,0,195,0,0,59,0,,2,,0,0,,"1,207",0,"15,604",0,0,0,0,35,0,0,0,0,0,0,0,,0,0,0,0,0,"14,481",0,0,"4,940",0,878,,,3,,,0,0,378,569,0,0,0,0,4,0,0,0,0,0,13,,0,737,0,18,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,,"6,999",0,0,0,0,,7,0,0,0,0,,,0,0,0,0,338,0,0,0,11,0,"17,960",0,16,0,,0,1,0,0,4,0,3,44,0,0,0,0,0,0,0,0,0,"29,600",,,0,0,1,0,0,,0,"10,888",0,0,0,0,154,0,0,28,94,0,0,0,0,0,0,0,0,0,15,0,,,0,0,0,37,"2,769",0,0,0,0,,0,0,0,0,0,"9,383",,"118,099"
Mauritius,,0,,0,0,0,0,0,0,0,"22,914",0,0,0,0,0,0,0,"3,563",1,0,0,0,0,0,,0,0,0,0,0,0,0,"11,240",0,9,0,0,,5,,0,0,,0,0,0,0,0,12,4,153,0,0,9,0,0,0,0,,0,0,0,0,45,"39,958",0,0,0,0,"1,316",,,41,,,0,0,0,0,0,0,0,0,16,0,309,0,0,0,297,,0,"12,022",0,93,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,104,0,0,378,0,0,,0,0,0,0,0,,7,0,0,0,0,,,0,0,0,0,330,0,0,354,0,0,0,0,205,0,,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,,0,451,0,0,0,0,0,0,0,175,"2,215",0,0,728,0,0,0,0,0,0,8,0,,,0,0,0,"41,632","1,916",0,0,0,0,,0,0,0,0,0,175,,"140,717"
Mayotte,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2,,0,921,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,112,,"1,040"
Mexico,,0,,0,0,0,35,0,0,0,"2,628",942,0,76,0,0,0,0,"1,533","3,211",0,0,0,"15,721",0,,"1,266",0,0,0,0,0,0,"58,119",0,50,0,0,,"2,907",,"2,294",0,,0,0,0,0,392,56,0,702,0,0,"2,591","3,094",0,"1,645",0,,0,0,0,0,263,"7,245",0,0,0,0,"14,208",,,764,,,0,"13,662",0,0,0,99,969,0,137,83,0,0,0,0,705,,0,"4,572",0,"1,899",0,0,0,0,,0,,0,0,0,0,,0,0,0,0,1,73,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,"2,470",39,0,420,"1,131",0,0,0,685,0,,0,"3,389",0,"1,668",520,132,125,302,0,0,0,0,0,0,0,0,0,0,,,0,0,39,0,0,,0,"48,483",0,0,8,0,0,0,0,"1,610","3,213",0,0,0,0,0,0,0,0,0,173,0,,,0,0,0,"6,688","11,635,995",314,0,0,"2,862",,0,0,0,0,0,"7,031",,"11,859,236"
"Micronesia, Fed. Sts.",,0,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,0,0,0,,2,,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,457,0,1,0,0,0,0,3,,,0,,,"7,437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,26,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,56,0,0,0,"2,712",1,0,,298,0,0,0,1,"1,148",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,241,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,4,"9,228",0,0,0,0,,0,0,0,0,0,231,,"21,895"
Moldova,,0,,0,0,0,0,60,0,0,736,448,0,0,0,0,0,"2,543",361,0,0,0,0,8,0,,0,0,0,0,0,2,0,"6,112",0,0,0,0,,17,,0,0,,15,0,0,0,0,832,827,190,0,0,9,13,0,0,0,,0,0,0,0,108,727,0,0,0,124,"17,425",,,"7,379",,,0,0,0,0,0,0,0,0,55,0,0,0,0,0,"3,335",,"21,265","89,188",0,140,0,"9,693",0,0,,0,,0,0,0,"3,354",,0,0,0,0,536,18,0,0,0,0,0,,0,0,0,2,0,,12,0,0,0,0,,,0,0,0,0,152,0,0,85,0,0,0,0,151,0,,0,4,0,0,4,0,483,"4,287",0,0,"39,091","284,330",0,0,0,0,0,0,,,0,0,85,0,0,,0,"17,551",0,0,0,0,0,0,0,265,198,0,0,0,0,0,0,0,0,0,"2,614",0,,,0,"168,370",0,609,"25,280",5,0,0,1,,0,0,0,0,0,"61,430",,"770,528"
Monaco,,0,,0,0,0,0,0,0,0,105,20,0,0,0,0,0,0,131,0,0,0,0,0,0,,0,0,0,0,0,0,0,139,0,0,0,0,,17,,0,0,,0,0,0,0,0,0,2,9,0,0,5,0,0,0,0,,0,0,0,0,3,"15,661",0,0,0,0,29,,,10,,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,,0,44,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,4,0,0,0,0,,,0,0,0,0,66,0,0,3,0,0,0,0,13,0,,0,0,0,0,11,152,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,511,0,0,0,0,0,0,0,22,148,0,0,0,0,0,0,0,0,0,6,0,,,0,0,0,298,729,0,0,0,3,,0,0,0,0,0,24,341,"18,533"
Mongolia,,0,,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,49,1,0,0,0,2,0,,0,0,0,0,0,0,0,164,0,0,0,0,,2,,0,0,,0,0,0,0,0,0,573,20,0,0,5,10,0,0,0,,0,0,0,0,26,292,0,0,0,0,"6,720",,,9,,,0,0,0,0,0,0,0,0,478,0,0,0,0,0,119,,0,105,0,"4,377",0,0,0,0,,"13,682",,0,0,0,0,,0,0,0,0,44,4,0,0,0,0,0,,0,0,0,0,0,,9,0,0,0,0,,,0,0,0,0,366,0,0,56,0,0,0,0,29,0,,0,3,0,0,0,0,393,7,0,0,0,0,0,0,0,0,0,0,,,0,0,62,0,0,,0,98,0,0,0,0,0,0,0,84,189,0,0,0,0,0,0,0,0,0,215,0,,,0,0,0,388,"3,121",0,0,0,0,,0,0,0,0,0,35,,"32,051"
Montenegro,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,36
Morocco,,0,,0,628,0,0,0,0,0,"1,682","1,170",0,0,"2,296",0,0,0,"172,682",0,0,0,0,3,0,,0,0,0,0,0,0,0,"45,465",0,0,27,0,,146,,0,0,,0,0,0,0,0,58,120,"6,420",0,0,32,66,"1,700",0,0,,0,0,0,0,"1,592","840,985",0,0,0,0,"108,442",,,709,,,0,0,0,0,0,0,3,0,105,207,0,0,0,443,589,,"245,574","475,783",0,369,"4,926",0,0,0,,0,,0,0,0,0,,0,0,0,0,0,667,0,0,0,0,0,,0,0,0,580,0,,232,0,0,0,0,,,0,0,0,0,"167,355",0,0,154,0,0,0,0,"6,123",0,,0,68,0,0,16,166,178,"1,909",0,0,0,0,0,0,0,0,"20,584","3,194",,,0,0,37,0,0,,0,"778,451",0,0,0,0,620,0,0,"6,242","10,580",0,0,0,0,0,0,0,0,"6,439",527,0,,,0,0,0,"12,490","84,496",46,0,0,827,,0,0,0,0,0,"2,428",,"3,016,631"
Mozambique,,0,,0,0,0,0,0,0,0,841,0,0,0,0,0,0,0,371,0,0,0,0,0,0,,"1,342",0,0,0,0,0,0,"1,146",0,0,1,0,,81,,0,0,,0,0,0,0,0,11,4,166,0,0,18,0,0,0,0,,0,0,0,0,36,999,0,0,0,0,"3,882",,,36,,,0,0,0,0,0,0,0,0,17,0,0,0,0,0,76,,0,701,0,18,0,0,0,0,,0,,0,0,0,0,,25,0,0,0,0,178,0,0,0,"159,945",0,,0,0,0,0,0,,10,0,0,0,0,,,0,0,0,0,572,0,0,82,3,0,0,0,128,0,,0,0,0,0,1,0,14,"107,190",0,0,0,0,0,0,0,143,0,0,,,0,0,8,0,0,,"454,548","2,030",0,0,0,0,0,0,"20,543",276,898,0,0,"142,615",0,0,0,0,0,0,7,0,,,0,0,0,"4,441","2,559",1,0,0,22,,0,0,0,"1,374","158,722","113,721",,"1,179,803"
Myanmar,,0,,0,0,0,0,0,0,0,"15,872",0,0,0,0,0,0,0,79,0,0,0,0,0,0,,0,0,0,0,0,247,0,"5,588",0,3,0,0,,2,,0,0,,0,0,0,0,0,39,4,134,0,0,9,10,0,0,0,,0,0,0,0,103,705,0,0,0,0,"1,036",,,38,,,0,0,0,0,0,0,0,0,9,0,"52,633",0,0,0,155,,0,191,0,"6,813",0,0,0,0,,"2,153",,0,0,143,0,,0,0,0,0,0,2,0,0,0,0,"17,034",,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,508,0,0,922,0,0,0,0,157,0,,0,0,0,0,16,415,13,13,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,156,0,0,0,0,0,0,0,183,140,0,0,0,"288,487",0,0,0,0,0,43,0,,,0,0,0,"13,145","64,004",1,0,0,0,,0,0,0,0,0,"43,464",,"514,667"
Namibia,,0,,0,0,0,0,0,0,0,946,0,0,0,0,0,0,0,31,0,0,0,0,0,0,,0,0,0,0,0,0,0,384,0,0,0,0,,9,,0,0,,0,0,0,0,0,5,7,43,0,0,0,3,0,0,0,,0,0,0,0,50,116,0,0,0,0,597,,,7,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,119,,0,42,0,5,0,0,0,0,,0,,0,0,0,0,,4,0,0,0,1,5,0,0,0,0,0,,0,0,0,0,0,,3,0,0,0,0,,,"6,909",0,0,0,215,0,0,315,0,0,0,0,96,0,,0,1,0,0,1,0,5,186,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,,0,118,0,0,0,0,0,0,0,68,162,0,0,"1,891",0,0,0,0,0,0,3,0,,,0,0,0,"1,629","1,205",0,0,0,1,,0,0,0,247,0,"1,099",,"16,532"
Nepal,,0,,0,0,0,0,0,0,0,"6,832",0,0,0,0,0,0,0,344,1,0,0,609,0,0,,0,"7,418",0,0,0,217,0,"3,847",0,0,0,0,,17,,0,0,,0,0,0,0,0,49,15,170,0,0,0,3,0,0,0,,0,0,0,0,168,702,0,0,0,393,"3,208",,,26,,,0,0,0,0,0,0,0,0,19,0,"564,906",0,0,0,155,,0,618,0,"9,492","1,493",0,0,0,,"3,092",,0,0,0,0,,0,0,0,0,0,35,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,"1,078",0,0,633,0,0,0,339,420,0,,0,15,0,0,0,767,10,47,0,"175,454",0,0,0,0,0,0,"18,282",0,,,0,0,3,0,0,,0,727,0,0,0,0,0,0,0,231,448,0,0,0,"35,860",0,0,0,0,0,12,0,,,0,0,0,"32,265","39,991",1,0,0,0,,0,0,0,0,0,"73,154",,"983,567"
Netherlands,,0,,0,328,0,6,0,0,0,"95,546","6,859",0,28,0,0,0,0,"127,812",15,0,0,0,27,0,,"3,521",500,0,0,0,145,0,"130,370",0,47,0,0,,"1,018",,283,0,,0,0,0,0,0,427,555,"6,741",0,0,862,"1,136",615,0,0,,0,0,0,0,"1,255","44,785",0,0,0,0,"204,466",,,"4,502",,,0,109,0,0,0,0,57,0,"1,871",351,0,0,0,0,"6,289",,0,"10,617",0,"1,196","1,645",0,0,0,,0,,0,0,0,0,,0,0,0,63,18,"3,928",0,0,0,0,0,,0,0,0,43,0,,"1,137",0,0,0,0,,,0,0,0,0,0,"8,252",0,"24,175",143,0,0,0,"6,383","1,571",,0,159,381,41,159,285,"1,066","4,583",0,0,0,0,0,0,0,0,0,0,,,0,0,310,145,0,,0,"57,851",0,0,31,0,0,"10,154",0,"6,242","18,821",0,0,0,"1,079",0,0,0,0,0,"24,450",0,,,0,0,0,"56,204","87,311",99,0,0,544,,0,0,0,0,0,"5,830","17,471","992,913"
Netherlands Antilles,,0,,0,0,0,41,0,0,0,159,0,0,0,0,0,0,0,371,0,0,0,0,359,0,,0,0,0,0,0,0,0,699,0,18,0,0,,7,,0,0,,0,0,0,0,0,2,3,0,0,0,81,56,0,0,0,,0,0,0,0,2,89,0,0,0,0,0,,,11,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,9,0,0,0,0,0,,0,0,0,0,0,,21,0,0,0,0,,,0,0,0,0,"90,051",0,0,58,0,0,0,0,48,0,,0,206,0,0,0,0,2,178,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,0,0,0,"1,525","4,623",0,0,0,752,,0,0,0,0,0,231,"1,856","101,862"
New Caledonia,,0,,0,0,0,0,0,0,0,"1,456",0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,,7,,0,0,,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,,0,0,0,46,0,0,200,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,8,0,0,236,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,212,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,17,0,,0,0,0,0,0,36,36,"2,269"
